LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1670855236.657059,1251152.333,5899,3,GY,1,100,0.153
1670855236.697993,1251192.000,5899,3,GY,1,100,0.183
1670855236.737723,1251230.500,5915,2,GY,1,100,0.122
1670855236.777452,1251269.000,5915,2,GY,1,100,0.153
1670855236.817354,1251307.667,5933,3,GY,1,100,0.183
1670855236.857256,1251346.333,5933,3,GY,1,100,0.122
1670855236.897158,1251385.000,5933,3,GY,1,100,0.153
1670855236.943595,1251430.000,5950,2,GY,1,100,0.153
1670855236.990032,1251475.000,5950,2,GY,1,100,0.153
1670855237.029934,1251513.667,5967,3,GY,1,100,0.122
1670855237.069836,1251552.333,5967,3,GY,1,100,0.122
1670855237.109738,1251591.000,5967,3,GY,1,100,0.153
1670855237.149639,1251629.667,5984,3,GY,1,100,0.122
1670855237.189541,1251668.333,5984,3,GY,1,100,0.153
1670855237.229443,1251707.000,5984,3,GY,1,100,0.153
1670855237.269689,1251746.000,5998,2,GY,1,100,0.153
1670855237.309934,1251785.000,5998,2,GY,1,100,0.122
1670855237.349148,1251823.000,6016,3,GY,1,100,0.122
1670855237.388362,1251861.000,6016,3,GY,1,100,0.153
1670855237.427576,1251899.000,6016,3,GY,1,100,0.153
1670855237.468337,1251938.500,6032,2,GY,1,100,0.122
1670855237.509099,1251978.000,6032,2,GY,1,100,0.122
1670855237.549001,1252016.667,6049,3,GY,1,100,0.153
1670855237.588902,1252055.333,6049,3,GY,1,100,0.153
1670855237.628804,1252094.000,6049,3,GY,1,100,0.183
1670855237.669050,1252133.000,6067,2,GY,1,100,0.153
1670855237.709296,1252172.000,6067,2,GY,1,100,0.153
1670855237.749197,1252210.667,6086,3,GY,1,100,0.183
1670855237.789099,1252249.333,6086,3,GY,1,100,0.122
1670855237.829001,1252288.000,6086,3,GY,1,100,0.122
1670855237.868903,1252326.667,6102,3,GY,1,100,0.153
1670855237.908804,1252365.333,6102,3,GY,1,100,0.153
1670855237.948706,1252404.000,6102,3,GY,1,100,0.153
1670855237.987404,1252441.500,6119,2,GY,1,100,0.153
1670855238.026102,1252479.000,6119,2,GY,1,100,0.122
1670855238.070819,1252522.333,6136,3,GY,1,100,0.153
1670855238.115537,1252565.667,6136,3,GY,1,100,0.153
1670855238.160254,1252609.000,6136,3,GY,1,100,0.153
1670855238.200500,1252648.000,6151,2,GY,1,100,0.122
1670855238.240746,1252687.000,6151,2,GY,1,100,0.122
1670855238.281507,1252726.500,6172,4,GY,1,100,0.122
1670855238.322269,1252766.000,6172,4,GY,1,100,0.153
1670855238.363031,1252805.500,6172,4,GY,1,100,0.153
1670855238.403792,1252845.000,6172,4,GY,1,100,0.183
1670855238.443006,1252883.000,6189,2,GY,1,100,0.183
1670855238.482220,1252921.000,6189,2,GY,1,100,0.153
1670855238.522121,1252959.667,6205,3,GY,1,100,0.153
1670855238.562023,1252998.333,6205,3,GY,1,100,0.153
1670855238.601925,1253037.000,6205,3,GY,1,100,0.122
1670855238.641827,1253075.667,6222,3,GY,1,100,0.153
1670855238.681729,1253114.333,6222,3,GY,1,100,0.153
1670855238.721630,1253153.000,6222,3,GY,1,100,0.153
1670855238.761876,1253192.000,6241,2,GY,1,100,0.153
1670855238.802122,1253231.000,6241,2,GY,1,100,0.122
1670855238.842367,1253270.000,6256,3,GY,1,100,0.122
1670855238.882613,1253309.000,6256,3,GY,1,100,0.122
1670855238.922859,1253348.000,6256,3,GY,1,100,0.153
1670855238.963620,1253387.500,6272,2,GY,1,100,0.153
1670855239.004382,1253427.000,6272,2,GY,1,100,0.122
1670855239.044284,1253465.667,6290,3,GY,1,100,0.092
1670855239.084186,1253504.333,6290,3,GY,1,100,0.122
1670855239.124087,1253543.000,6290,3,GY,1,100,0.153
1670855239.171041,1253588.500,6309,2,GY,1,100,0.153
1670855239.217994,1253634.000,6309,2,GY,1,100,0.183
1670855239.257896,1253672.667,6325,3,GY,1,100,0.183
1670855239.297797,1253711.333,6325,3,GY,1,100,0.153
1670855239.337699,1253750.000,6325,3,GY,1,100,0.153
1670855239.377257,1253788.333,6341,3,GY,1,100,0.153
1670855239.416815,1253826.667,6341,3,GY,1,100,0.153
1670855239.456372,1253865.000,6341,3,GY,1,100,0.153
1670855239.495586,1253903.000,6358,2,GY,1,100,0.183
1670855239.534800,1253941.000,6358,2,GY,1,100,0.153
1670855239.574702,1253979.667,6374,3,GY,1,100,0.183
1670855239.614604,1254018.333,6374,3,GY,1,100,0.122
1670855239.654505,1254057.000,6374,3,GY,1,100,0.153
1670855239.695267,1254096.500,6392,2,GY,1,100,0.122
1670855239.736029,1254136.000,6392,2,GY,1,100,0.122
1670855239.776618,1254175.333,6408,3,GY,1,100,0.153
1670855239.817208,1254214.667,6408,3,GY,1,100,0.122
1670855239.857798,1254254.000,6408,3,GY,1,100,0.122
1670855239.897699,1254292.667,6425,3,GY,1,100,0.153
1670855239.937601,1254331.333,6425,3,GY,1,100,0.153
1670855239.977503,1254370.000,6425,3,GY,1,100,0.153
1670855240.017233,1254408.500,6441,2,GY,1,100,0.153
1670855240.056962,1254447.000,6441,2,GY,1,100,0.153
1670855240.096176,1254485.000,6459,3,GY,1,100,0.122
1670855240.135390,1254523.000,6459,3,GY,1,100,0.153
1670855240.174604,1254561.000,6459,3,GY,1,100,0.153
1670855240.214505,1254599.667,6475,3,GY,1,100,0.183
1670855240.254407,1254638.333,6475,3,GY,1,100,0.153
1670855240.294309,1254677.000,6475,3,GY,1,100,0.183
1670855240.342294,1254723.500,6490,2,GY,1,100,0.153
1670855240.390280,1254770.000,6490,2,GY,1,100,0.122
1670855240.430009,1254808.500,6507,2,GY,1,100,0.122
1670855240.469739,1254847.000,6507,2,GY,1,100,0.183
1670855240.510329,1254886.333,6524,3,GY,1,100,0.153
1670855240.550918,1254925.667,6524,3,GY,1,100,0.183
1670855240.591508,1254965.000,6524,3,GY,1,100,0.122
1670855240.632786,1255005.000,6540,2,GY,1,100,0.153
1670855240.674063,1255045.000,6540,2,GY,1,100,0.153
1670855240.713621,1255083.333,6559,3,GY,1,100,0.153
1670855240.753179,1255121.667,6559,3,GY,1,100,0.122
1670855240.792737,1255160.000,6559,3,GY,1,100,0.153
1670855240.832294,1255198.333,6577,3,GY,1,100,0.153
1670855240.871852,1255236.667,6577,3,GY,1,100,0.153
1670855240.911410,1255275.000,6577,3,GY,1,100,0.153
1670855240.950624,1255313.000,6594,2,GY,1,100,0.153
1670855240.989837,1255351.000,6594,2,GY,1,100,0.122
1670855241.029739,1255389.667,6611,3,GY,1,100,0.153
1670855241.069641,1255428.333,6611,3,GY,1,100,0.183
1670855241.109543,1255467.000,6611,3,GY,1,100,0.122
1670855241.150132,1255506.333,6628,3,GY,1,100,0.153
1670855241.190722,1255545.667,6628,3,GY,1,100,0.122
1670855241.231312,1255585.000,6628,3,GY,1,100,0.122
1670855241.272074,1255624.500,6642,2,GY,1,100,0.122
1670855241.312835,1255664.000,6642,2,GY,1,100,0.122
1670855241.352737,1255702.667,6660,3,GY,1,100,0.183
1670855241.392639,1255741.333,6660,3,GY,1,100,0.183
1670855241.432540,1255780.000,6660,3,GY,1,100,0.153
1670855241.478978,1255825.000,6676,2,GY,1,100,0.122
1670855241.525415,1255870.000,6676,2,GY,1,100,0.122
1670855241.564973,1255908.333,6693,3,GY,1,100,0.122
1670855241.604531,1255946.667,6693,3,GY,1,100,0.153
1670855241.644088,1255985.000,6693,3,GY,1,100,0.183
1670855241.684334,1256024.000,6708,2,GY,1,100,0.153
1670855241.724580,1256063.000,6708,2,GY,1,100,0.122
1670855241.764138,1256101.333,6727,3,GY,1,100,0.122
1670855241.803695,1256139.667,6727,3,GY,1,100,0.122
1670855241.843253,1256178.000,6727,3,GY,1,100,0.122
1670855241.882983,1256216.500,6743,2,GY,1,100,0.153
1670855241.922713,1256255.000,6743,2,GY,1,100,0.153
1670855241.962614,1256293.667,6760,3,GY,1,100,0.122
1670855242.002516,1256332.333,6760,3,GY,1,100,0.122
1670855242.042418,1256371.000,6760,3,GY,1,100,0.122
1670855242.082319,1256409.667,6777,3,GY,1,100,0.153
1670855242.122221,1256448.333,6777,3,GY,1,100,0.153
1670855242.162123,1256487.000,6777,3,GY,1,100,0.122
1670855242.202369,1256526.000,6792,2,GY,1,100,0.122
1670855242.242614,1256565.000,6792,2,GY,1,100,0.122
1670855242.282516,1256603.667,6811,3,GY,1,100,0.122
1670855242.322418,1256642.333,6811,3,GY,1,100,0.153
1670855242.362319,1256681.000,6811,3,GY,1,100,0.153
1670855242.401533,1256719.000,6829,3,GY,1,100,0.153
1670855242.440747,1256757.000,6829,3,GY,1,100,0.153
1670855242.479961,1256795.000,6829,3,GY,1,100,0.153
1670855242.519691,1256833.500,6845,2,GY,1,100,0.153
1670855242.559420,1256872.000,6845,2,GY,1,100,0.153
1670855242.604138,1256915.333,6862,3,GY,1,100,0.153
1670855242.648855,1256958.667,6862,3,GY,1,100,0.153
1670855242.693573,1257002.000,6862,3,GY,1,100,0.183
1670855242.733819,1257041.000,6877,2,GY,1,100,0.183
1670855242.774064,1257080.000,6877,2,GY,1,100,0.122
1670855242.813622,1257118.333,6896,3,GY,1,100,0.122
1670855242.853180,1257156.667,6896,3,GY,1,100,0.122
1670855242.892737,1257195.000,6896,3,GY,1,100,0.122
1670855242.931951,1257233.000,6912,2,GY,1,100,0.122
1670855242.971165,1257271.000,6912,2,GY,1,100,0.153
1670855243.010379,1257309.000,6930,3,GY,1,100,0.122
1670855243.049592,1257347.000,6930,3,GY,1,100,0.122
1670855243.088806,1257385.000,6930,3,GY,1,100,0.122
1670855243.129052,1257424.000,6945,3,GY,1,100,0.122
1670855243.169298,1257463.000,6945,3,GY,1,100,0.153
1670855243.209543,1257502.000,6945,3,GY,1,100,0.122
1670855243.249273,1257540.500,6961,2,GY,1,100,0.153
1670855243.289003,1257579.000,6961,2,GY,1,100,0.122
1670855243.328905,1257617.667,6978,3,GY,1,100,0.092
1670855243.368806,1257656.333,6978,3,GY,1,100,0.122
1670855243.408708,1257695.000,6978,3,GY,1,100,0.183
1670855243.448438,1257733.500,6995,2,GY,1,100,0.183
1670855243.488168,1257772.000,6995,2,GY,1,100,0.153
1670855243.527897,1257810.500,7017,6,GY,1,100,0.183
1670855243.567627,1257849.000,7017,6,GY,1,100,0.122
1670855243.607357,1257887.500,7017,6,GY,1,100,0.153
1670855243.647087,1257926.000,7017,6,GY,1,100,0.153
