LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1670855239.263141,1253677.750,6314,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855239.314996,1253728.000,6314,4,EM,1,100,PS
1670855239.368916,1253780.250,6346,4,EM,1,100,RS
1670855239.422834,1253832.500,6346,4,EM,1,100,RB
1670855239.476753,1253884.750,6346,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855239.530672,1253937.000,6346,4,EM,1,100,PS
1670855239.582527,1253987.250,6379,4,EM,1,100,RS
1670855239.634382,1254037.500,6379,4,EM,1,100,RB
1670855239.686238,1254087.750,6379,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855239.738092,1254138.000,6379,4,EM,1,100,PS
1670855239.789948,1254188.250,6413,4,EM,1,100,RS
1670855239.841803,1254238.500,6413,4,EM,1,100,RB
1670855239.893658,1254288.750,6413,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855239.945513,1254339.000,6413,4,EM,1,100,PS
1670855239.997368,1254389.250,6446,4,EM,1,100,RS
1670855240.049223,1254439.500,6446,4,EM,1,100,RB
1670855240.101078,1254489.750,6446,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855240.152933,1254540.000,6446,4,EM,1,100,PS
1670855240.204788,1254590.250,6480,4,EM,1,100,RS
1670855240.256643,1254640.500,6480,4,EM,1,100,RB
1670855240.308498,1254690.750,6480,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855240.360353,1254741.000,6480,4,EM,1,100,PS
1670855240.412208,1254791.250,6512,4,EM,1,100,RS
1670855240.464063,1254841.500,6512,4,EM,1,100,RB
1670855240.515918,1254891.750,6512,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855240.567773,1254942.000,6512,4,EM,1,100,PS
1670855240.619886,1254992.500,6548,4,EM,1,100,RS
1670855240.671999,1255043.000,6548,4,EM,1,100,RB
1670855240.724113,1255093.500,6548,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855240.776226,1255144.000,6548,4,EM,1,100,PS
1670855240.828081,1255194.250,6582,4,EM,1,100,RS
1670855240.879936,1255244.500,6582,4,EM,1,100,RB
1670855240.931791,1255294.750,6582,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855240.983646,1255345.000,6582,4,EM,1,100,PS
1670855241.035501,1255395.250,6616,4,EM,1,100,RS
1670855241.087356,1255445.500,6616,4,EM,1,100,RB
1670855241.139211,1255495.750,6616,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855241.191066,1255546.000,6616,4,EM,1,100,PS
1670855241.242921,1255596.250,6647,4,EM,1,100,RS
1670855241.294776,1255646.500,6647,4,EM,1,100,RB
1670855241.346631,1255696.750,6647,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855241.398486,1255747.000,6647,4,EM,1,100,PS
1670855241.450599,1255797.500,6681,4,EM,1,100,RS
1670855241.502712,1255848.000,6681,4,EM,1,100,RB
1670855241.554825,1255898.500,6681,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855241.606938,1255949.000,6681,4,EM,1,100,PS
1670855241.658535,1255999.000,6715,4,EM,1,100,RS
1670855241.710133,1256049.000,6715,4,EM,1,100,RB
1670855241.761730,1256099.000,6715,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855241.813327,1256149.000,6715,4,EM,1,100,PS
1670855241.865182,1256199.250,6748,4,EM,1,100,RS
1670855241.917037,1256249.500,6748,4,EM,1,100,RB
1670855241.968892,1256299.750,6748,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855242.020747,1256350.000,6748,4,EM,1,100,PS
1670855242.072602,1256400.250,6782,4,EM,1,100,RS
1670855242.124457,1256450.500,6782,4,EM,1,100,RB
1670855242.176312,1256500.750,6782,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855242.228167,1256551.000,6782,4,EM,1,100,PS
1670855242.280280,1256601.500,6816,4,EM,1,100,RS
1670855242.332393,1256652.000,6816,4,EM,1,100,RB
1670855242.384506,1256702.500,6816,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855242.436619,1256753.000,6816,4,EM,1,100,PS
1670855242.488474,1256803.250,6850,4,EM,1,100,RS
1670855242.540329,1256853.500,6850,4,EM,1,100,RB
1670855242.592185,1256903.750,6850,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855242.644040,1256954.000,6850,4,EM,1,100,PS
1670855242.695895,1257004.250,6884,4,EM,1,100,RS
1670855242.747750,1257054.500,6884,4,EM,1,100,RB
1670855242.799605,1257104.750,6884,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855242.851460,1257155.000,6884,4,EM,1,100,PS
1670855242.905895,1257207.750,6917,4,EM,1,100,RS
1670855242.960330,1257260.500,6917,4,EM,1,100,RB
1670855243.014765,1257313.250,6917,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855243.069199,1257366.000,6917,4,EM,1,100,PS
1670855243.121054,1257416.250,6950,4,EM,1,100,RS
1670855243.172909,1257466.500,6950,4,EM,1,100,RB
1670855243.224765,1257516.750,6950,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855243.276620,1257567.000,6950,4,EM,1,100,PS
1670855243.328475,1257617.250,6983,4,EM,1,100,RS
1670855243.380330,1257667.500,6983,4,EM,1,100,RB
1670855243.432185,1257717.750,6983,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855243.484040,1257768.000,6983,4,EM,1,100,PS
1670855243.545698,1257827.750,7005,4,EM,1,100,RS
1670855243.607357,1257887.500,7005,4,EM,1,100,RB
1670855243.669015,1257947.250,7005,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855243.730674,1258007.000,7005,4,EM,1,100,PS
1670855243.782271,1258057.000,7043,4,EM,1,100,RS
1670855243.833868,1258107.000,7043,4,EM,1,100,RB
1670855243.885465,1258157.000,7043,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855243.937062,1258207.000,7043,4,EM,1,100,PS
1670855243.989949,1258258.250,7076,4,EM,1,100,RS
1670855244.042836,1258309.500,7076,4,EM,1,100,RB
1670855244.095723,1258360.750,7076,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855244.148610,1258412.000,7076,4,EM,1,100,PS
1670855244.200465,1258462.250,7109,4,EM,1,100,RS
1670855244.252320,1258512.500,7109,4,EM,1,100,RB
